rank,numero_cnj,pid,score,ano_cnj,classe_nome,composite,link
436,1012470-69.2024.4.01.4000,1478475,0.8616,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9516,https://voyager.was.dev.br/dashboard/processos/1478475/
437,1002027-49.2025.4.01.3507,1385804,0.8465,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9515,https://voyager.was.dev.br/dashboard/processos/1385804/
438,1000683-67.2024.4.01.3507,451924,0.8613,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA MEDIANTE EXECUÇÃO INVERTIDA,0.9513,https://voyager.was.dev.br/dashboard/processos/451924/
439,1005529-87.2025.4.01.3703,1614017,0.8463,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9513,https://voyager.was.dev.br/dashboard/processos/1614017/
440,1038565-56.2025.4.01.3304,2414828,0.8463,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9513,https://voyager.was.dev.br/dashboard/processos/2414828/
441,1041489-40.2025.4.01.3304,2415656,0.8463,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9513,https://voyager.was.dev.br/dashboard/processos/2415656/
442,1035348-05.2025.4.01.3304,1374068,0.8463,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9513,https://voyager.was.dev.br/dashboard/processos/1374068/
443,1028687-36.2022.4.01.3200,1636114,0.8911,2022,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9511,https://voyager.was.dev.br/dashboard/processos/1636114/
444,1057999-12.2022.4.01.3700,1386982,0.8911,2022,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9511,https://voyager.was.dev.br/dashboard/processos/1386982/
445,1001477-48.2025.4.01.3315,1253413,0.8461,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9511,https://voyager.was.dev.br/dashboard/processos/1253413/
446,1003464-77.2024.4.01.3502,2418417,0.8607,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9507,https://voyager.was.dev.br/dashboard/processos/2418417/
447,1005682-02.2025.4.01.3904,1246592,0.8452,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9502,https://voyager.was.dev.br/dashboard/processos/1246592/
448,1012733-97.2025.4.01.3311,1358674,0.8452,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9502,https://voyager.was.dev.br/dashboard/processos/1358674/
449,1008090-08.2025.4.01.3502,1379853,0.8451,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9501,https://voyager.was.dev.br/dashboard/processos/1379853/
450,1077925-35.2024.4.01.3400,1394623,0.8601,2024,CUMPRIMENTO DE SENTENÇA DE AÇÕES COLETIVAS,0.9501,https://voyager.was.dev.br/dashboard/processos/1394623/
451,1054154-28.2024.4.01.3400,1260975,0.8599,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9499,https://voyager.was.dev.br/dashboard/processos/1260975/
452,1000009-75.2026.4.01.3101,1355369,0.8299,2026,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9499,https://voyager.was.dev.br/dashboard/processos/1355369/
453,1023251-73.2025.4.01.3400,1125236,0.8449,2025,Cumprimento de Sentença de Ações Coletivas,0.9499,https://voyager.was.dev.br/dashboard/processos/1125236/
454,1007105-79.2024.4.01.3500,449229,0.8596,2024,CUMPRIMENTO DE SENTENÇA,0.9496,https://voyager.was.dev.br/dashboard/processos/449229/
455,1019733-58.2024.4.01.3902,1249842,0.8590,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9490,https://voyager.was.dev.br/dashboard/processos/1249842/
456,1004651-83.2025.4.01.3503,1354692,0.8439,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9489,https://voyager.was.dev.br/dashboard/processos/1354692/
457,1009618-56.2025.4.01.3703,1398443,0.8439,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9489,https://voyager.was.dev.br/dashboard/processos/1398443/
458,1077535-40.2025.4.01.3300,1339570,0.8439,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9489,https://voyager.was.dev.br/dashboard/processos/1339570/
459,1005819-05.2025.4.01.3703,1398479,0.8439,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9489,https://voyager.was.dev.br/dashboard/processos/1398479/
460,1007570-27.2025.4.01.3703,1610155,0.8439,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9489,https://voyager.was.dev.br/dashboard/processos/1610155/
461,1037463-96.2025.4.01.3304,1373752,0.8439,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9489,https://voyager.was.dev.br/dashboard/processos/1373752/
462,1019248-48.2025.4.01.3700,1467896,0.8438,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9488,https://voyager.was.dev.br/dashboard/processos/1467896/
463,1006951-21.2025.4.01.3502,1558801,0.8438,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9488,https://voyager.was.dev.br/dashboard/processos/1558801/
464,1076690-96.2025.4.01.3400,1243297,0.8438,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9488,https://voyager.was.dev.br/dashboard/processos/1243297/
465,1001783-28.2022.4.01.3507,203894,0.8886,2022,CUMPRIMENTO DE SENTENÇA,0.9486,https://voyager.was.dev.br/dashboard/processos/203894/
466,1008868-33.2025.4.01.3904,1246855,0.8434,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9484,https://voyager.was.dev.br/dashboard/processos/1246855/
467,1003366-12.2026.4.01.3700,1368184,0.8283,2026,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9483,https://voyager.was.dev.br/dashboard/processos/1368184/
468,1004825-73.2026.4.01.3304,2414686,0.8283,2026,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9483,https://voyager.was.dev.br/dashboard/processos/2414686/
469,1002199-57.2026.4.01.3700,1368190,0.8283,2026,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9483,https://voyager.was.dev.br/dashboard/processos/1368190/
470,1030804-08.2024.4.01.3304,1373799,0.8583,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9483,https://voyager.was.dev.br/dashboard/processos/1373799/
471,1014547-58.2023.4.01.4300,977272,0.8733,2023,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9483,https://voyager.was.dev.br/dashboard/processos/977272/
472,1002825-84.2024.4.01.4302,1617412,0.8581,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9481,https://voyager.was.dev.br/dashboard/processos/1617412/
473,1010983-21.2024.4.01.3400,1272023,0.8580,2024,Cumprimento de Sentença de Ações Coletivas,0.9480,https://voyager.was.dev.br/dashboard/processos/1272023/
474,1034848-44.2022.4.01.3400,1362395,0.8879,2022,CUMPRIMENTO DE SENTENÇA,0.9479,https://voyager.was.dev.br/dashboard/processos/1362395/
475,1068709-93.2023.4.01.3300,1643177,0.8725,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9475,https://voyager.was.dev.br/dashboard/processos/1643177/
476,1001203-90.2025.4.01.3313,1499938,0.8423,2025,CUMPRIMENTO DE SENTENÇA,0.9473,https://voyager.was.dev.br/dashboard/processos/1499938/
477,1017860-42.2022.4.01.3304,2414625,0.8871,2022,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9471,https://voyager.was.dev.br/dashboard/processos/2414625/
478,1001348-83.2024.4.01.3507,488260,0.8570,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9470,https://voyager.was.dev.br/dashboard/processos/488260/
479,1002501-23.2025.4.01.3506,1503744,0.8419,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9469,https://voyager.was.dev.br/dashboard/processos/1503744/
480,1007980-09.2025.4.01.3502,1379133,0.8419,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9469,https://voyager.was.dev.br/dashboard/processos/1379133/
481,1009503-24.2024.4.01.4300,1521452,0.8567,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9467,https://voyager.was.dev.br/dashboard/processos/1521452/
482,1001963-76.2024.4.01.3506,1387238,0.8566,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9466,https://voyager.was.dev.br/dashboard/processos/1387238/
483,1017894-42.2025.4.01.3100,1355398,0.8415,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9465,https://voyager.was.dev.br/dashboard/processos/1355398/
484,1010919-51.2024.4.01.4001,1178124,0.8564,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9464,https://voyager.was.dev.br/dashboard/processos/1178124/
485,1003202-90.2025.4.01.3503,1354641,0.8413,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9463,https://voyager.was.dev.br/dashboard/processos/1354641/
486,1041404-54.2025.4.01.3304,1373712,0.8413,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9463,https://voyager.was.dev.br/dashboard/processos/1373712/
487,1013099-39.2025.4.01.3311,1384537,0.8413,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9463,https://voyager.was.dev.br/dashboard/processos/1384537/
488,1013502-48.2025.4.01.4300,1323499,0.8413,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9463,https://voyager.was.dev.br/dashboard/processos/1323499/
489,1001788-39.2025.4.01.3703,1375272,0.8413,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9463,https://voyager.was.dev.br/dashboard/processos/1375272/
490,1036370-83.2025.4.01.3600,1336353,0.8413,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9463,https://voyager.was.dev.br/dashboard/processos/1336353/
491,1006177-67.2025.4.01.3703,1610406,0.8413,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9463,https://voyager.was.dev.br/dashboard/processos/1610406/
492,1123970-63.2025.4.01.3400,2421087,0.8413,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9463,https://voyager.was.dev.br/dashboard/processos/2421087/
493,1013635-79.2022.4.01.3400,899614,0.8862,2022,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9462,https://voyager.was.dev.br/dashboard/processos/899614/
494,1047691-36.2025.4.01.3400,1394569,0.8409,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9459,https://voyager.was.dev.br/dashboard/processos/1394569/
495,1002721-18.2025.4.01.3507,1387130,0.8409,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9459,https://voyager.was.dev.br/dashboard/processos/1387130/
496,1003333-45.2024.4.01.4200,477064,0.8550,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9450,https://voyager.was.dev.br/dashboard/processos/477064/
497,1001220-12.2023.4.01.3503,2416710,0.8700,2023,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9450,https://voyager.was.dev.br/dashboard/processos/2416710/
498,1005907-47.2024.4.01.3907,1534298,0.8550,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9450,https://voyager.was.dev.br/dashboard/processos/1534298/
499,1009189-37.2025.4.01.3300,2419487,0.8400,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9450,https://voyager.was.dev.br/dashboard/processos/2419487/
500,1002654-53.2025.4.01.3507,1385941,0.8400,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9450,https://voyager.was.dev.br/dashboard/processos/1385941/
501,1018980-57.2026.4.01.3700,1316074,0.8248,2026,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9448,https://voyager.was.dev.br/dashboard/processos/1316074/
502,1010726-02.2025.4.01.4001,1402358,0.8396,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9446,https://voyager.was.dev.br/dashboard/processos/1402358/
503,1007283-43.2025.4.01.3904,1246534,0.8396,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9446,https://voyager.was.dev.br/dashboard/processos/1246534/
504,1015759-12.2025.4.01.3600,1338127,0.8392,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9442,https://voyager.was.dev.br/dashboard/processos/1338127/
505,1070325-02.2020.4.01.3400,1162933,0.9140,2020,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9440,https://voyager.was.dev.br/dashboard/processos/1162933/
506,1017642-03.2025.4.01.3500,2418442,0.8390,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9440,https://voyager.was.dev.br/dashboard/processos/2418442/
507,1001730-76.2024.4.01.3507,509896,0.8539,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9439,https://voyager.was.dev.br/dashboard/processos/509896/
508,1003170-69.2022.4.01.3704,1378896,0.8838,2022,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9438,https://voyager.was.dev.br/dashboard/processos/1378896/
509,1015615-90.2025.4.01.4100,1402070,0.8387,2025,CUMPRIMENTO DE SENTENÇA,0.9437,https://voyager.was.dev.br/dashboard/processos/1402070/
510,1064366-65.2025.4.01.3500,2416413,0.8387,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9437,https://voyager.was.dev.br/dashboard/processos/2416413/
511,1006135-97.2025.4.01.3903,1298441,0.8387,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9437,https://voyager.was.dev.br/dashboard/processos/1298441/
512,1009236-63.2025.4.01.3703,1398457,0.8387,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9437,https://voyager.was.dev.br/dashboard/processos/1398457/
513,1036314-65.2025.4.01.3304,2414788,0.8387,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9437,https://voyager.was.dev.br/dashboard/processos/2414788/
514,1006785-65.2025.4.01.3703,1610160,0.8387,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9437,https://voyager.was.dev.br/dashboard/processos/1610160/
515,1004135-91.2024.4.01.3602,1294960,0.8536,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9436,https://voyager.was.dev.br/dashboard/processos/1294960/
516,1004252-57.2025.4.01.3502,2417292,0.8380,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9430,https://voyager.was.dev.br/dashboard/processos/2417292/
517,1000550-61.2025.4.01.4001,2416985,0.8380,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9430,https://voyager.was.dev.br/dashboard/processos/2416985/
518,1022131-92.2025.4.01.3400,1198800,0.8377,2025,Cumprimento de Sentença de Ações Coletivas,0.9427,https://voyager.was.dev.br/dashboard/processos/1198800/
519,1000253-26.2021.4.01.3603,1772118,0.8976,2021,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9426,https://voyager.was.dev.br/dashboard/processos/1772118/
520,1005887-31.2025.4.01.3904,1246551,0.8375,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9425,https://voyager.was.dev.br/dashboard/processos/1246551/
521,1005737-50.2025.4.01.3904,1411729,0.8375,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9425,https://voyager.was.dev.br/dashboard/processos/1411729/
522,1002817-73.2024.4.01.3602,1380637,0.8521,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9421,https://voyager.was.dev.br/dashboard/processos/1380637/
523,1049900-75.2025.4.01.3400,1388641,0.8369,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9419,https://voyager.was.dev.br/dashboard/processos/1388641/
524,1005292-74.2025.4.01.3502,2413625,0.8369,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9419,https://voyager.was.dev.br/dashboard/processos/2413625/
525,1020075-54.2023.4.01.3304,2414710,0.8669,2023,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9419,https://voyager.was.dev.br/dashboard/processos/2414710/
526,1020994-66.2025.4.01.3500,1482649,0.8368,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9418,https://voyager.was.dev.br/dashboard/processos/1482649/
527,1009543-15.2024.4.01.4200,1638977,0.8515,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9415,https://voyager.was.dev.br/dashboard/processos/1638977/
528,1001043-47.2020.4.01.3505,1503802,0.9111,2020,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9411,https://voyager.was.dev.br/dashboard/processos/1503802/
529,1003195-26.2024.4.01.3506,1391155,0.8510,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9410,https://voyager.was.dev.br/dashboard/processos/1391155/
530,1063985-57.2025.4.01.3500,2416456,0.8359,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9409,https://voyager.was.dev.br/dashboard/processos/2416456/
531,1001562-34.2025.4.01.3703,1375258,0.8359,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9409,https://voyager.was.dev.br/dashboard/processos/1375258/
532,1000446-50.2025.4.01.3102,1357067,0.8359,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9409,https://voyager.was.dev.br/dashboard/processos/1357067/
533,1006136-24.2025.4.01.3502,2417873,0.8359,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9409,https://voyager.was.dev.br/dashboard/processos/2417873/
534,1007656-05.2024.4.01.4100,1388750,0.8508,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9408,https://voyager.was.dev.br/dashboard/processos/1388750/
535,1012719-38.2024.4.01.3703,1374762,0.8506,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9406,https://voyager.was.dev.br/dashboard/processos/1374762/
536,1037448-64.2024.4.01.3304,2414703,0.8506,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9406,https://voyager.was.dev.br/dashboard/processos/2414703/
537,1012877-38.2025.4.01.4001,1402289,0.8355,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9405,https://voyager.was.dev.br/dashboard/processos/1402289/
538,1005094-92.2025.4.01.3904,1407649,0.8355,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9405,https://voyager.was.dev.br/dashboard/processos/1407649/
539,1006472-83.2025.4.01.3904,1252038,0.8355,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9405,https://voyager.was.dev.br/dashboard/processos/1252038/
540,1006592-95.2025.4.01.3300,2419780,0.8348,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9398,https://voyager.was.dev.br/dashboard/processos/2419780/
541,1001704-17.2025.4.01.4001,2414319,0.8348,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9398,https://voyager.was.dev.br/dashboard/processos/2414319/
542,1052932-88.2025.4.01.3400,1398238,0.8348,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9398,https://voyager.was.dev.br/dashboard/processos/1398238/
543,1002177-30.2025.4.01.3507,1385958,0.8348,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9398,https://voyager.was.dev.br/dashboard/processos/1385958/
544,1006203-54.2023.4.01.3503,2415618,0.8647,2023,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9397,https://voyager.was.dev.br/dashboard/processos/2415618/
545,1031928-70.2022.4.01.3700,1415249,0.8797,2022,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9397,https://voyager.was.dev.br/dashboard/processos/1415249/
546,1005509-82.2024.4.01.4301,1688027,0.8494,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9394,https://voyager.was.dev.br/dashboard/processos/1688027/
547,1065086-03.2023.4.01.3500,2414210,0.8642,2023,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9392,https://voyager.was.dev.br/dashboard/processos/2414210/
548,1000083-30.2025.4.01.3307,1289812,0.8339,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9389,https://voyager.was.dev.br/dashboard/processos/1289812/
549,1004343-50.2025.4.01.3502,1398225,0.8339,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9389,https://voyager.was.dev.br/dashboard/processos/1398225/
550,1002958-25.2025.4.01.4001,2414557,0.8337,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9387,https://voyager.was.dev.br/dashboard/processos/2414557/
551,1006337-16.2025.4.01.3502,2413587,0.8337,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9387,https://voyager.was.dev.br/dashboard/processos/2413587/
552,1006216-87.2023.4.01.4300,1226166,0.8637,2023,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9387,https://voyager.was.dev.br/dashboard/processos/1226166/
553,1011677-51.2024.4.01.3703,1376618,0.8485,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9385,https://voyager.was.dev.br/dashboard/processos/1376618/
554,1009362-50.2024.4.01.3703,1398168,0.8485,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9385,https://voyager.was.dev.br/dashboard/processos/1398168/
555,1016307-82.2025.4.01.3100,1355376,0.8333,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9383,https://voyager.was.dev.br/dashboard/processos/1355376/
556,1008216-16.2025.4.01.3904,1411296,0.8333,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9383,https://voyager.was.dev.br/dashboard/processos/1411296/
557,1000598-30.2024.4.01.4300,423896,0.8481,2024,CUMPRIMENTO DE SENTENÇA,0.9381,https://voyager.was.dev.br/dashboard/processos/423896/
558,1066472-84.2022.4.01.3700,1515093,0.8780,2022,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9380,https://voyager.was.dev.br/dashboard/processos/1515093/
559,1004646-43.2025.4.01.3703,1375079,0.8330,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9380,https://voyager.was.dev.br/dashboard/processos/1375079/
560,1023673-30.2025.4.01.3600,1271832,0.8330,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9380,https://voyager.was.dev.br/dashboard/processos/1271832/
561,1003045-82.2024.4.01.4302,1616917,0.8479,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9379,https://voyager.was.dev.br/dashboard/processos/1616917/
562,1002801-82.2025.4.01.3603,1385818,0.8326,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9376,https://voyager.was.dev.br/dashboard/processos/1385818/
563,1008589-81.2024.4.01.3904,1246560,0.8475,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.9375,https://voyager.was.dev.br/dashboard/processos/1246560/
564,1010166-85.2023.4.01.3304,2414872,0.8624,2023,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.9374,https://voyager.was.dev.br/dashboard/processos/2414872/
