rank,numero_cnj,pid,score,ano_cnj,classe_nome,composite,link
2408,1017762-24.2021.4.01.3100,167475,0.8033,2021,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8483,https://voyager.was.dev.br/dashboard/processos/167475/
2409,1019887-98.2023.4.01.4100,1399967,0.7732,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8482,https://voyager.was.dev.br/dashboard/processos/1399967/
2410,1014229-50.2023.4.01.3500,333295,0.7732,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8482,https://voyager.was.dev.br/dashboard/processos/333295/
2411,1070322-51.2023.4.01.3300,1304076,0.7732,2023,CUMPRIMENTO DE SENTENÇA,0.8482,https://voyager.was.dev.br/dashboard/processos/1304076/
2412,1003821-34.2023.4.01.4200,341636,0.7732,2023,CUMPRIMENTO DE SENTENÇA,0.8482,https://voyager.was.dev.br/dashboard/processos/341636/
2413,1000838-07.2023.4.01.3507,276071,0.7732,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8482,https://voyager.was.dev.br/dashboard/processos/276071/
2414,1000203-11.2023.4.01.3900,348005,0.7732,2023,CUMPRIMENTO DE SENTENÇA,0.8482,https://voyager.was.dev.br/dashboard/processos/348005/
2415,1072113-55.2023.4.01.3300,1176952,0.7732,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8482,https://voyager.was.dev.br/dashboard/processos/1176952/
2416,1042350-39.2019.4.01.3400,1522897,0.8332,2019,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8482,https://voyager.was.dev.br/dashboard/processos/1522897/
2417,1006589-74.2025.4.01.4001,1330474,0.7431,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8481,https://voyager.was.dev.br/dashboard/processos/1330474/
2418,1001011-05.2021.4.01.3506,2415771,0.8031,2021,CUMPRIMENTO DE SENTENçA,0.8481,https://voyager.was.dev.br/dashboard/processos/2415771/
2419,1003948-68.2024.4.01.3704,1371944,0.7580,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8480,https://voyager.was.dev.br/dashboard/processos/1371944/
2420,1007037-39.2023.4.01.3703,1374835,0.7729,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8479,https://voyager.was.dev.br/dashboard/processos/1374835/
2421,1016734-10.2020.4.01.3600,294313,0.8179,2020,CUMPRIMENTO DE SENTENÇA,0.8479,https://voyager.was.dev.br/dashboard/processos/294313/
2422,1003802-70.2023.4.01.3507,382893,0.7729,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8479,https://voyager.was.dev.br/dashboard/processos/382893/
2423,1009837-06.2024.4.01.3703,1375293,0.7579,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8479,https://voyager.was.dev.br/dashboard/processos/1375293/
2424,1006154-31.2023.4.01.3303,1305228,0.7727,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8477,https://voyager.was.dev.br/dashboard/processos/1305228/
2425,1003353-52.2022.4.01.3506,411841,0.7876,2022,CUMPRIMENTO DE SENTENÇA,0.8476,https://voyager.was.dev.br/dashboard/processos/411841/
2426,1014382-11.2022.4.01.3600,1395102,0.7876,2022,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8476,https://voyager.was.dev.br/dashboard/processos/1395102/
2427,1001977-74.2021.4.01.3503,426908,0.8026,2021,CUMPRIMENTO DE SENTENÇA,0.8476,https://voyager.was.dev.br/dashboard/processos/426908/
2428,1001658-40.2020.4.01.3310,391530,0.8175,2020,CUMPRIMENTO DE SENTENÇA,0.8475,https://voyager.was.dev.br/dashboard/processos/391530/
2429,1033990-36.2020.4.01.3900,679309,0.8175,2020,CUMPRIMENTO DE SENTENÇA,0.8475,https://voyager.was.dev.br/dashboard/processos/679309/
2430,1059275-42.2021.4.01.3400,1789098,0.8025,2021,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8475,https://voyager.was.dev.br/dashboard/processos/1789098/
2431,1011050-71.2024.4.01.3307,1506910,0.7574,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8474,https://voyager.was.dev.br/dashboard/processos/1506910/
2432,1013763-13.2024.4.01.3600,1338145,0.7574,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8474,https://voyager.was.dev.br/dashboard/processos/1338145/
2433,1004944-87.2024.4.01.3309,1417939,0.7574,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8474,https://voyager.was.dev.br/dashboard/processos/1417939/
2434,1007005-18.2024.4.01.3600,1727844,0.7574,2024,CUMPRIMENTO DE SENTENÇA,0.8474,https://voyager.was.dev.br/dashboard/processos/1727844/
2435,1013648-89.2024.4.01.3600,1097097,0.7574,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8474,https://voyager.was.dev.br/dashboard/processos/1097097/
2436,1014920-27.2024.4.01.3307,1511752,0.7574,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8474,https://voyager.was.dev.br/dashboard/processos/1511752/
2437,1005131-95.2024.4.01.3600,1421813,0.7574,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8474,https://voyager.was.dev.br/dashboard/processos/1421813/
2438,1070340-29.2024.4.01.3400,2418744,0.7574,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8474,https://voyager.was.dev.br/dashboard/processos/2418744/
2439,1001261-87.2025.4.01.3703,1330871,0.7424,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8474,https://voyager.was.dev.br/dashboard/processos/1330871/
2440,1001819-31.2025.4.01.3001,1342897,0.7424,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8474,https://voyager.was.dev.br/dashboard/processos/1342897/
2441,1041265-51.2024.4.01.3300,1534357,0.7574,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8474,https://voyager.was.dev.br/dashboard/processos/1534357/
2442,1004660-61.2024.4.01.3315,534348,0.7574,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8474,https://voyager.was.dev.br/dashboard/processos/534348/
2443,1090159-49.2024.4.01.3400,1204850,0.7574,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8474,https://voyager.was.dev.br/dashboard/processos/1204850/
2444,1022997-71.2023.4.01.3400,928731,0.7724,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8474,https://voyager.was.dev.br/dashboard/processos/928731/
2445,1007535-02.2023.4.01.4200,1405333,0.7724,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8474,https://voyager.was.dev.br/dashboard/processos/1405333/
2446,1069634-89.2023.4.01.3300,419677,0.7724,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8474,https://voyager.was.dev.br/dashboard/processos/419677/
2447,1005716-65.2025.4.01.3907,1398223,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1398223/
2448,1024037-54.2025.4.01.4100,1376959,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1376959/
2449,1006094-21.2025.4.01.3907,1399474,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1399474/
2450,1005177-02.2025.4.01.3907,1397838,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1397838/
2451,1006425-03.2025.4.01.3907,1398226,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1398226/
2452,1017563-15.2025.4.01.3600,1529602,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1529602/
2453,1005685-57.2025.4.01.3903,1422509,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1422509/
2454,1037537-47.2025.4.01.3500,1511000,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1511000/
2455,1001765-02.2025.4.01.3507,1389240,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1389240/
2456,1031722-69.2025.4.01.3500,1514532,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1514532/
2457,1002000-72.2025.4.01.3505,1515202,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1515202/
2458,1004938-64.2025.4.01.3400,1477880,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1477880/
2459,1045632-66.2025.4.01.3500,1416213,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1416213/
2460,1002063-06.2025.4.01.3309,1372443,0.7423,2025,Cumprimento de Sentença contra a Fazenda Pública Mediante Execução Invertida,0.8473,https://voyager.was.dev.br/dashboard/processos/1372443/
2461,1000135-96.2025.4.01.3704,1379142,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1379142/
2462,1005083-57.2025.4.01.3906,1397141,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1397141/
2463,1001007-26.2025.4.01.3603,1726859,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1726859/
2464,1007145-45.2025.4.01.3300,1633189,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1633189/
2465,1014255-23.2025.4.01.4100,1385913,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1385913/
2466,1004531-83.2025.4.01.4200,1522771,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1522771/
2467,1077292-87.2025.4.01.3400,1359711,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1359711/
2468,1004471-64.2025.4.01.3504,1494785,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1494785/
2469,1006876-76.2025.4.01.3309,1243321,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1243321/
2470,1035612-16.2025.4.01.3500,1510945,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1510945/
2471,1001791-27.2025.4.01.3304,1418573,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1418573/
2472,1004755-84.2025.4.01.3306,1359897,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1359897/
2473,1004433-52.2025.4.01.3504,1523218,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1523218/
2474,1002654-29.2025.4.01.4000,1484715,0.7423,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8473,https://voyager.was.dev.br/dashboard/processos/1484715/
2475,1038684-54.2024.4.01.3400,1344703,0.7572,2024,Cumprimento de Sentença de Ações Coletivas,0.8472,https://voyager.was.dev.br/dashboard/processos/1344703/
2476,1002167-77.2025.4.01.3703,1331009,0.7421,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8471,https://voyager.was.dev.br/dashboard/processos/1331009/
2477,1001755-49.2025.4.01.3703,1374736,0.7421,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8471,https://voyager.was.dev.br/dashboard/processos/1374736/
2478,0015378-34.2014.4.01.3300,1398419,0.9069,2014,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8469,https://voyager.was.dev.br/dashboard/processos/1398419/
2479,0007836-08.2013.4.01.3200,636872,0.9218,2013,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8468,https://voyager.was.dev.br/dashboard/processos/636872/
2480,1005456-07.2019.4.01.4001,1354879,0.8318,2019,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8468,https://voyager.was.dev.br/dashboard/processos/1354879/
2481,1035396-44.2024.4.01.4000,1127507,0.7567,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8467,https://voyager.was.dev.br/dashboard/processos/1127507/
2482,1001757-11.2023.4.01.3502,255598,0.7717,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8467,https://voyager.was.dev.br/dashboard/processos/255598/
2483,1076341-30.2024.4.01.3400,1338093,0.7567,2024,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8467,https://voyager.was.dev.br/dashboard/processos/1338093/
2484,1071364-67.2025.4.01.3300,2420546,0.7417,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8467,https://voyager.was.dev.br/dashboard/processos/2420546/
2485,1097774-65.2025.4.01.3300,2419400,0.7417,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8467,https://voyager.was.dev.br/dashboard/processos/2419400/
2486,1056863-11.2025.4.01.3300,2418612,0.7417,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8467,https://voyager.was.dev.br/dashboard/processos/2418612/
2487,1002471-69.2026.4.01.3306,1361668,0.7265,2026,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8465,https://voyager.was.dev.br/dashboard/processos/1361668/
2488,1006742-34.2021.4.01.4200,262482,0.8015,2021,CUMPRIMENTO DE SENTENÇA,0.8465,https://voyager.was.dev.br/dashboard/processos/262482/
2489,1004981-54.2023.4.01.3502,418714,0.7715,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8465,https://voyager.was.dev.br/dashboard/processos/418714/
2490,1000901-29.2023.4.01.3702,1515714,0.7715,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8465,https://voyager.was.dev.br/dashboard/processos/1515714/
2491,1002736-70.2023.4.01.3502,282048,0.7715,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8465,https://voyager.was.dev.br/dashboard/processos/282048/
2492,1000478-92.2024.4.01.3101,1338196,0.7563,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8463,https://voyager.was.dev.br/dashboard/processos/1338196/
2493,1006388-58.2024.4.01.3309,1523018,0.7563,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8463,https://voyager.was.dev.br/dashboard/processos/1523018/
2494,1011189-69.2024.4.01.4100,1734872,0.7563,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8463,https://voyager.was.dev.br/dashboard/processos/1734872/
2495,1004161-89.2024.4.01.3311,1668729,0.7563,2024,CUMPRIMENTO DE SENTENÇA,0.8463,https://voyager.was.dev.br/dashboard/processos/1668729/
2496,1004065-74.2024.4.01.3505,1422973,0.7563,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8463,https://voyager.was.dev.br/dashboard/processos/1422973/
2497,1003690-43.2024.4.01.3903,1422004,0.7563,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8463,https://voyager.was.dev.br/dashboard/processos/1422004/
2498,1012008-94.2024.4.01.4200,1250564,0.7563,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8463,https://voyager.was.dev.br/dashboard/processos/1250564/
2499,1037415-86.2024.4.01.3300,1517747,0.7563,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8463,https://voyager.was.dev.br/dashboard/processos/1517747/
2500,1007688-39.2025.4.01.3400,1635045,0.7413,2025,Cumprimento de Sentença de Ações Coletivas,0.8463,https://voyager.was.dev.br/dashboard/processos/1635045/
2501,1004688-88.2022.4.01.3900,227547,0.7862,2022,CUMPRIMENTO DE SENTENÇA,0.8462,https://voyager.was.dev.br/dashboard/processos/227547/
2502,1000602-31.2018.4.01.3313,2413589,0.8461,2018,CUMPRIMENTO DE SENTENçA,0.8461,https://voyager.was.dev.br/dashboard/processos/2413589/
2503,1000239-42.2025.4.01.0001,1385155,0.7410,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8460,https://voyager.was.dev.br/dashboard/processos/1385155/
2504,1005830-40.2024.4.01.3001,1303362,0.7560,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8460,https://voyager.was.dev.br/dashboard/processos/1303362/
2505,1007868-71.2024.4.01.3600,1523405,0.7559,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8459,https://voyager.was.dev.br/dashboard/processos/1523405/
2506,1025093-70.2025.4.01.3600,1378938,0.7408,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8458,https://voyager.was.dev.br/dashboard/processos/1378938/
2507,1028995-49.2025.4.01.3400,1481747,0.7408,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8458,https://voyager.was.dev.br/dashboard/processos/1481747/
2508,1001450-65.2025.4.01.3315,1417127,0.7408,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8458,https://voyager.was.dev.br/dashboard/processos/1417127/
2509,1018288-04.2025.4.01.3600,2415169,0.7408,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8458,https://voyager.was.dev.br/dashboard/processos/2415169/
2510,1005151-16.2025.4.01.3903,1420654,0.7408,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8458,https://voyager.was.dev.br/dashboard/processos/1420654/
2511,1005846-03.2025.4.01.3504,1507587,0.7408,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8458,https://voyager.was.dev.br/dashboard/processos/1507587/
2512,1004684-55.2025.4.01.3315,1285775,0.7408,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8458,https://voyager.was.dev.br/dashboard/processos/1285775/
2513,1006522-54.2025.4.01.3502,1558799,0.7408,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8458,https://voyager.was.dev.br/dashboard/processos/1558799/
2514,1004132-05.2025.4.01.3311,1540553,0.7408,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8458,https://voyager.was.dev.br/dashboard/processos/1540553/
2515,1077257-30.2025.4.01.3400,1359789,0.7408,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8458,https://voyager.was.dev.br/dashboard/processos/1359789/
2516,1000726-82.2025.4.01.3502,1558781,0.7408,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8458,https://voyager.was.dev.br/dashboard/processos/1558781/
2517,1010595-75.2025.4.01.3306,1360913,0.7408,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8458,https://voyager.was.dev.br/dashboard/processos/1360913/
2518,1000480-29.2025.4.01.4103,1518714,0.7408,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8458,https://voyager.was.dev.br/dashboard/processos/1518714/
2519,1007158-20.2025.4.01.3502,2416235,0.7408,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8458,https://voyager.was.dev.br/dashboard/processos/2416235/
2520,1001250-79.2025.4.01.3308,1423211,0.7408,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8458,https://voyager.was.dev.br/dashboard/processos/1423211/
2521,1003933-32.2025.4.01.4200,1437066,0.7408,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8458,https://voyager.was.dev.br/dashboard/processos/1437066/
2522,1035242-89.2024.4.01.3300,1692369,0.7557,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8457,https://voyager.was.dev.br/dashboard/processos/1692369/
2523,1021486-16.2025.4.01.3902,1414716,0.7407,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8457,https://voyager.was.dev.br/dashboard/processos/1414716/
2524,1008591-29.2025.4.01.3900,1353763,0.7407,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8457,https://voyager.was.dev.br/dashboard/processos/1353763/
2525,1058647-66.2025.4.01.3900,1419070,0.7407,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8457,https://voyager.was.dev.br/dashboard/processos/1419070/
2526,1019675-02.2025.4.01.3100,1356847,0.7407,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8457,https://voyager.was.dev.br/dashboard/processos/1356847/
2527,1032932-22.2025.4.01.3900,1358300,0.7407,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8457,https://voyager.was.dev.br/dashboard/processos/1358300/
2528,1042082-27.2025.4.01.3900,1415567,0.7407,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8457,https://voyager.was.dev.br/dashboard/processos/1415567/
2529,1008138-16.2025.4.01.3906,1407656,0.7407,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8457,https://voyager.was.dev.br/dashboard/processos/1407656/
2530,1000092-82.2022.4.01.3602,1176964,0.7857,2022,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8457,https://voyager.was.dev.br/dashboard/processos/1176964/
2531,1002127-74.2025.4.01.4001,1330544,0.7406,2025,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8456,https://voyager.was.dev.br/dashboard/processos/1330544/
2532,1080404-44.2023.4.01.3300,1411210,0.7705,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8455,https://voyager.was.dev.br/dashboard/processos/1411210/
2533,1044470-25.2023.4.01.3300,418447,0.7705,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8455,https://voyager.was.dev.br/dashboard/processos/418447/
2534,1085980-18.2023.4.01.3300,411995,0.7705,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8455,https://voyager.was.dev.br/dashboard/processos/411995/
2535,1002878-19.2023.4.01.3100,1481509,0.7705,2023,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8455,https://voyager.was.dev.br/dashboard/processos/1481509/
2536,1032007-85.2022.4.01.3300,948515,0.7855,2022,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8455,https://voyager.was.dev.br/dashboard/processos/948515/
2537,1000626-88.2020.4.01.3507,235135,0.8155,2020,CUMPRIMENTO DE SENTENÇA,0.8455,https://voyager.was.dev.br/dashboard/processos/235135/
2538,1004305-53.2025.4.01.3400,1198193,0.7404,2025,CUMPRIMENTO DE SENTENçA CONTRA A FAZENDA PúBLICA,0.8454,https://voyager.was.dev.br/dashboard/processos/1198193/
2539,1033896-91.2024.4.01.3304,1515730,0.7553,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8453,https://voyager.was.dev.br/dashboard/processos/1515730/
2540,1005418-07.2024.4.01.4005,492561,0.7553,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8453,https://voyager.was.dev.br/dashboard/processos/492561/
2541,1008676-50.2022.4.01.3502,210352,0.7852,2022,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8452,https://voyager.was.dev.br/dashboard/processos/210352/
2542,1041812-58.2019.4.01.3400,1639580,0.8302,2019,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8452,https://voyager.was.dev.br/dashboard/processos/1639580/
2543,1004238-65.2024.4.01.4001,486845,0.7552,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8452,https://voyager.was.dev.br/dashboard/processos/486845/
2544,1005815-81.2024.4.01.3903,1422903,0.7551,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8451,https://voyager.was.dev.br/dashboard/processos/1422903/
2545,1000671-59.2024.4.01.3505,1505124,0.7551,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8451,https://voyager.was.dev.br/dashboard/processos/1505124/
2546,1004633-78.2024.4.01.3315,1411906,0.7551,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8451,https://voyager.was.dev.br/dashboard/processos/1411906/
2547,1011842-19.2024.4.01.3600,1338178,0.7551,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8451,https://voyager.was.dev.br/dashboard/processos/1338178/
2548,1003544-02.2024.4.01.3903,1361094,0.7551,2024,CUMPRIMENTO DE SENTENÇA CONTRA A FAZENDA PÚBLICA,0.8451,https://voyager.was.dev.br/dashboard/processos/1361094/
2549,1000916-30.2025.4.01.3313,1445608,0.7401,2025,CUMPRIMENTO DE SENTENÇA,0.8451,https://voyager.was.dev.br/dashboard/processos/1445608/
